Press Enter to quit: NBits: 480 	NErrs: 0 	BER: 0.0000E+00
NBits: 231680 	NErrs: 40 	BER: 1.7265E-04
NBits: 233600 	NErrs: 40 	BER: 1.7123E-04
NBits: 234560 	NErrs: 40 	BER: 1.7053E-04
NBits: 235200 	NErrs: 41 	BER: 1.7432E-04
NBits: 236160 	NErrs: 41 	BER: 1.7361E-04
NBits: 238080 	NErrs: 41 	BER: 1.7221E-04
NBits: 238560 	NErrs: 41 	BER: 1.7186E-04
NBits: 239520 	NErrs: 41 	BER: 1.7118E-04
NBits: 240000 	NErrs: 41 	BER: 1.7083E-04
NBits: 241920 	NErrs: 41 	BER: 1.6948E-04
NBits: 244320 	NErrs: 41 	BER: 1.6781E-04
NBits: 245280 	NErrs: 41 	BER: 1.6716E-04
NBits: 247200 	NErrs: 41 	BER: 1.6586E-04
NBits: 249120 	NErrs: 43 	BER: 1.7261E-04
NBits: 251040 	NErrs: 44 	BER: 1.7527E-04
NBits: 252160 	NErrs: 44 	BER: 1.7449E-04
NBits: 253760 	NErrs: 44 	BER: 1.7339E-04
NBits: 255200 	NErrs: 44 	BER: 1.7241E-04
NBits: 255520 	NErrs: 44 	BER: 1.7220E-04
NBits: 256480 	NErrs: 44 	BER: 1.7155E-04
NBits: 256960 	NErrs: 44 	BER: 1.7123E-04
NBits: 257920 	NErrs: 44 	BER: 1.7060E-04
NBits: 258880 	NErrs: 44 	BER: 1.6996E-04
NBits: 259360 	NErrs: 44 	BER: 1.6965E-04
NBits: 260320 	NErrs: 44 	BER: 1.6902E-04
NBits: 261760 	NErrs: 44 	BER: 1.6809E-04
NBits: 262880 	NErrs: 44 	BER: 1.6738E-04
NBits: 263840 	NErrs: 44 	BER: 1.6677E-04
NBits: 264320 	NErrs: 44 	BER: 1.6646E-04
NBits: 265280 	NErrs: 45 	BER: 1.6963E-04
NBits: 266240 	NErrs: 46 	BER: 1.7278E-04
NBits: 267200 	NErrs: 46 	BER: 1.7216E-04
NBits: 267840 	NErrs: 46 	BER: 1.7174E-04
NBits: 268800 	NErrs: 47 	BER: 1.7485E-04
NBits: 269760 	NErrs: 47 	BER: 1.7423E-04
NBits: 270560 	NErrs: 47 	BER: 1.7371E-04
NBits: 271040 	NErrs: 47 	BER: 1.7341E-04
NBits: 272000 	NErrs: 47 	BER: 1.7279E-04
NBits: 272160 	NErrs: 47 	BER: 1.7269E-04
NBits: 272640 	NErrs: 47 	BER: 1.7239E-04
NBits: 274400 	NErrs: 48 	BER: 1.7493E-04
NBits: 275360 	NErrs: 49 	BER: 1.7795E-04
NBits: 275520 	NErrs: 49 	BER: 1.7785E-04
NBits: 276480 	NErrs: 49 	BER: 1.7723E-04
NBits: 277280 	NErrs: 49 	BER: 1.7672E-04
NBits: 278240 	NErrs: 50 	BER: 1.7970E-04
NBits: 279040 	NErrs: 50 	BER: 1.7919E-04
NBits: 280000 	NErrs: 52 	BER: 1.8571E-04
NBits: 280640 	NErrs: 54 	BER: 1.9242E-04
NBits: 281600 	NErrs: 54 	BER: 1.9176E-04
NBits: 282400 	NErrs: 54 	BER: 1.9122E-04
NBits: 282880 	NErrs: 54 	BER: 1.9089E-04
NBits: 283840 	NErrs: 54 	BER: 1.9025E-04
NBits: 284160 	NErrs: 54 	BER: 1.9003E-04
NBits: 284640 	NErrs: 54 	BER: 1.8971E-04
NBits: 285600 	NErrs: 54 	BER: 1.8908E-04
NBits: 285760 	NErrs: 54 	BER: 1.8897E-04
NBits: 286720 	NErrs: 54 	BER: 1.8834E-04
NBits: 287360 	NErrs: 54 	BER: 1.8792E-04
NBits: 288320 	NErrs: 55 	BER: 1.9076E-04
NBits: 288800 	NErrs: 55 	BER: 1.9044E-04
NBits: 289120 	NErrs: 55 	BER: 1.9023E-04
NBits: 290080 	NErrs: 55 	BER: 1.8960E-04
NBits: 290560 	NErrs: 56 	BER: 1.9273E-04
NBits: 291520 	NErrs: 56 	BER: 1.9210E-04
NBits: 292000 	NErrs: 56 	BER: 1.9178E-04
NBits: 292160 	NErrs: 56 	BER: 1.9168E-04
NBits: 293120 	NErrs: 56 	BER: 1.9105E-04
NBits: 294560 	NErrs: 56 	BER: 1.9011E-04
NBits: 294720 	NErrs: 56 	BER: 1.9001E-04
NBits: 295520 	NErrs: 56 	BER: 1.8950E-04
NBits: 298080 	NErrs: 56 	BER: 1.8787E-04
NBits: 299040 	NErrs: 56 	BER: 1.8727E-04
NBits: 300000 	NErrs: 56 	BER: 1.8667E-04
NBits: 300480 	NErrs: 56 	BER: 1.8637E-04
NBits: 301600 	NErrs: 56 	BER: 1.8568E-04
NBits: 302400 	NErrs: 57 	BER: 1.8849E-04
NBits: 303360 	NErrs: 57 	BER: 1.8790E-04
NBits: 304160 	NErrs: 57 	BER: 1.8740E-04
NBits: 305760 	NErrs: 58 	BER: 1.8969E-04
NBits: 309280 	NErrs: 59 	BER: 1.9077E-04
NBits: 310880 	NErrs: 59 	BER: 1.8978E-04
NBits: 311840 	NErrs: 59 	BER: 1.8920E-04
NBits: 312480 	NErrs: 59 	BER: 1.8881E-04
NBits: 314400 	NErrs: 59 	BER: 1.8766E-04
NBits: 315360 	NErrs: 59 	BER: 1.8709E-04
NBits: 315840 	NErrs: 59 	BER: 1.8680E-04
NBits: 316800 	NErrs: 59 	BER: 1.8624E-04
NBits: 317760 	NErrs: 59 	BER: 1.8567E-04
NBits: 318720 	NErrs: 59 	BER: 1.8512E-04
NBits: 319520 	NErrs: 59 	BER: 1.8465E-04
NBits: 320000 	NErrs: 59 	BER: 1.8437E-04
NBits: 321120 	NErrs: 60 	BER: 1.8685E-04
NBits: 322080 	NErrs: 60 	BER: 1.8629E-04
NBits: 322880 	NErrs: 60 	BER: 1.8583E-04
NBits: 323840 	NErrs: 60 	BER: 1.8528E-04
NBits: 324800 	NErrs: 60 	BER: 1.8473E-04
NBits: 324960 	NErrs: 61 	BER: 1.8772E-04
NBits: 325920 	NErrs: 61 	BER: 1.8716E-04
NBits: 327680 	NErrs: 62 	BER: 1.8921E-04
NBits: 328320 	NErrs: 62 	BER: 1.8884E-04
NBits: 329760 	NErrs: 62 	BER: 1.8802E-04
NBits: 330080 	NErrs: 62 	BER: 1.8783E-04
NBits: 331520 	NErrs: 63 	BER: 1.9003E-04
NBits: 331680 	NErrs: 63 	BER: 1.8994E-04
NBits: 332640 	NErrs: 63 	BER: 1.8939E-04
NBits: 333440 	NErrs: 63 	BER: 1.8894E-04
NBits: 335200 	NErrs: 63 	BER: 1.8795E-04
NBits: 336640 	NErrs: 63 	BER: 1.8714E-04
NBits: 338240 	NErrs: 63 	BER: 1.8626E-04
