SNR,BLER
4,0.945855614973262
4,0.945855614973262
4.5,0.8484848484848485
4.5,0.8499409216226861
5.0,0.6586371527777778
5.0,0.6586371527777778
5.5,0.43153000845308537
5.5,0.43050430504305043
6.0,0.22714404662781015
6.0,0.22729774353329665
